Part,Aid type,Amount type,Recipient,Donor,Year,Value,Flags
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2011",4.24,
"1 : Part I - Developing Countries","ODA: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2012",8.65,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","United Kingdom","2003",11.14,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","United Kingdom","2004",15.5,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","United Kingdom","2005",11.51,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","United Kingdom","2006",20.11,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","United Kingdom","2007",11.78,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","United Kingdom","2008",1.64,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","United Kingdom","2009",17.03,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","United Kingdom","2010",10.39,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","United Kingdom","2011",4.34,
"1 : Part I - Developing Countries","Grants, Total","Current Prices (USD millions)","Sri Lanka","United Kingdom","2012",8.65,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2003",13.43,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2004",16.27,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2005",11.94,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2006",20.04,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2007",10.55,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2008",1.57,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2009",18.53,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2010",11.09,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2011",4.36,
"1 : Part I - Developing Countries","Grants, Total","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2012",8.65,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","United Kingdom","2003",0.51,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","United Kingdom","2004",0.11,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","United Kingdom","2006",3.79,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","United Kingdom","2008",0.11,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","United Kingdom","2009",2.62,
"1 : Part I - Developing Countries","ODA Gross Loans","Current Prices (USD millions)","Sri Lanka","United Kingdom","2011",0.84,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2003",0.61,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2004",0.12,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2006",3.78,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2008",0.11,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2009",2.85,
"1 : Part I - Developing Countries","ODA Gross Loans","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2011",0.84,
"1 : Part I - Developing Countries","ODA Loan Repayments","Current Prices (USD millions)","Sri Lanka","United Kingdom","2003",-2.37,
"1 : Part I - Developing Countries","ODA Loan Repayments","Current Prices (USD millions)","Sri Lanka","United Kingdom","2004",1.21,
"1 : Part I - Developing Countries","ODA Loan Repayments","Current Prices (USD millions)","Sri Lanka","United Kingdom","2005",2.22,
"1 : Part I - Developing Countries","ODA Loan Repayments","Current Prices (USD millions)","Sri Lanka","United Kingdom","2006",-17.04,
"1 : Part I - Developing Countries","ODA Loan Repayments","Current Prices (USD millions)","Sri Lanka","United Kingdom","2007",-0.28,
"1 : Part I - Developing Countries","ODA Loan Repayments","Current Prices (USD millions)","Sri Lanka","United Kingdom","2009",-1.5,
"1 : Part I - Developing Countries","ODA Loan Repayments","Current Prices (USD millions)","Sri Lanka","United Kingdom","2010",-18.89,
"1 : Part I - Developing Countries","ODA Loan Repayments","Current Prices (USD millions)","Sri Lanka","United Kingdom","2011",-0.94,
"1 : Part I - Developing Countries","ODA Loan Repayments","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2003",-2.86,
"1 : Part I - Developing Countries","ODA Loan Repayments","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2004",1.27,
"1 : Part I - Developing Countries","ODA Loan Repayments","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2005",2.3,
"1 : Part I - Developing Countries","ODA Loan Repayments","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2006",-16.98,
"1 : Part I - Developing Countries","ODA Loan Repayments","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2007",-0.25,
"1 : Part I - Developing Countries","ODA Loan Repayments","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2009",-1.63,
"1 : Part I - Developing Countries","ODA Loan Repayments","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2010",-20.16,
"1 : Part I - Developing Countries","ODA Loan Repayments","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2011",-0.94,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","United Kingdom","2003",-1.87,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","United Kingdom","2004",1.32,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","United Kingdom","2005",2.21,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","United Kingdom","2006",-13.25,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","United Kingdom","2007",-0.28,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","United Kingdom","2008",0.11,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","United Kingdom","2009",1.12,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","United Kingdom","2010",-18.89,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","United Kingdom","2011",-0.12,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Current Prices (USD millions)","Sri Lanka","United Kingdom","2012",0,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2003",-2.25,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2004",1.39,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2005",2.3,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2006",-13.2,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2007",-0.25,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2008",0.11,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2009",1.22,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2010",-20.16,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2011",-0.12,
"1 : Part I - Developing Countries","ODA Loans: Total Net","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2012",0,
"1 : Part I - Developing Countries","Equity investment","Current Prices (USD millions)","Sri Lanka","United Kingdom","2003",-1.87,
"1 : Part I - Developing Countries","Equity investment","Current Prices (USD millions)","Sri Lanka","United Kingdom","2004",0.11,
"1 : Part I - Developing Countries","Equity investment","Current Prices (USD millions)","Sri Lanka","United Kingdom","2006",-7.47,
"1 : Part I - Developing Countries","Equity investment","Current Prices (USD millions)","Sri Lanka","United Kingdom","2007",-0.28,
"1 : Part I - Developing Countries","Equity investment","Current Prices (USD millions)","Sri Lanka","United Kingdom","2008",0.11,
"1 : Part I - Developing Countries","Equity investment","Current Prices (USD millions)","Sri Lanka","United Kingdom","2009",1.12,
"1 : Part I - Developing Countries","Equity investment","Current Prices (USD millions)","Sri Lanka","United Kingdom","2010",-18.89,
"1 : Part I - Developing Countries","Equity investment","Current Prices (USD millions)","Sri Lanka","United Kingdom","2011",0.84,
"1 : Part I - Developing Countries","Equity investment","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2003",-2.25,
"1 : Part I - Developing Countries","Equity investment","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2004",0.12,
"1 : Part I - Developing Countries","Equity investment","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2006",-7.44,
"1 : Part I - Developing Countries","Equity investment","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2007",-0.25,
"1 : Part I - Developing Countries","Equity investment","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2008",0.11,
"1 : Part I - Developing Countries","Equity investment","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2009",1.22,
"1 : Part I - Developing Countries","Equity investment","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2010",-20.16,
"1 : Part I - Developing Countries","Equity investment","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2011",0.84,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","United Kingdom","2003",9.29,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","United Kingdom","2004",1.08,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","United Kingdom","2005",0.27,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","United Kingdom","2006",0.13,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","United Kingdom","2007",0.08,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","United Kingdom","2008",0.93,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","United Kingdom","2009",0.14,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","United Kingdom","2010",2.13,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","United Kingdom","2011",1.09,
"1 : Part I - Developing Countries","Technical Cooperation","Current Prices (USD millions)","Sri Lanka","United Kingdom","2012",2.46,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2003",11.2,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2004",1.13,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2005",0.28,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2006",0.13,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2007",0.07,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2008",0.89,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2009",0.15,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2010",2.27,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2011",1.1,
"1 : Part I - Developing Countries","Technical Cooperation","Constant Prices (2012 USD millions)","Sri Lanka","United Kingdom","2012",2.46,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","United Kingdom","2004",0.13,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","United Kingdom","2005",4.29,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","United Kingdom","2006",6.7,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","United Kingdom","2007",2.02,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","United Kingdom","2008",0.93,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","United Kingdom","2009",13.55,
"1 : Part I - Developing Countries","Humanitarian Aid","Current Prices (USD millions)","Sri Lanka","United Kingdom","2010",5.83,
